token,count,first_token_count,candidate_score
24x,4,1,3.2188758248682006
repeater,4,1,3.2188758248682006
ricetrasmettitore,4,1,3.2188758248682006
d43,4,1,3.2188758248682006
vfm,4,1,3.2188758248682006
produzione,4,1,3.2188758248682006
friction,4,1,3.2188758248682006
atm,4,1,3.2188758248682006
humidity,4,1,3.2188758248682006
authentication,4,1,3.2188758248682006
ultimate,4,1,3.2188758248682006
sbb,4,1,3.2188758248682006
vpl,4,1,3.2188758248682006
80gb,4,1,3.2188758248682006
touch10,4,1,3.2188758248682006
4port,4,1,3.2188758248682006
flusso,4,1,3.2188758248682006
halogen,23,0,3.1780538303479458
calling,23,0,3.1780538303479458
etsi,23,0,3.1780538303479458
delivery,23,0,3.1780538303479458
aria,23,0,3.1780538303479458
aqy1,23,0,3.1780538303479458
inc,23,0,3.1780538303479458
profile,22,0,3.1354942159291497
giallo,22,0,3.1354942159291497
distribution,22,0,3.1354942159291497
fde,22,0,3.1354942159291497
cal,22,0,3.1354942159291497
connect,22,0,3.1354942159291497
gray,22,0,3.1354942159291497
switching,22,0,3.1354942159291497
p600,22,0,3.1354942159291497
male,22,0,3.1354942159291497
prof,22,0,3.1354942159291497
poli,22,0,3.1354942159291497
station,22,0,3.1354942159291497
coppie,22,0,3.1354942159291497
potenza,22,0,3.1354942159291497
rpm,22,0,3.1354942159291497
attach,22,0,3.1354942159291497
plate,22,0,3.1354942159291497
center,22,0,3.1354942159291497
ventilazione,22,0,3.1354942159291497
clip,22,0,3.1354942159291497
vac,22,0,3.1354942159291497
frontale,22,0,3.1354942159291497
c20,22,0,3.1354942159291497
32g,22,0,3.1354942159291497
750v,22,0,3.1354942159291497
workload,21,0,3.091042453358316
schuko,21,0,3.091042453358316
25gbe,21,0,3.091042453358316
300mm,21,0,3.091042453358316
exp,21,0,3.091042453358316
alluminio,21,0,3.091042453358316
10mt,21,0,3.091042453358316
slots,21,0,3.091042453358316
point,21,0,3.091042453358316
fumo,21,0,3.091042453358316
allarme,21,0,3.091042453358316
30ma,21,0,3.091042453358316
monomodale,21,0,3.091042453358316
stacking,21,0,3.091042453358316
exhaust,20,0,3.044522437723423
5ms,20,0,3.044522437723423
ramo,20,0,3.044522437723423
tracking,20,0,3.044522437723423
socket,20,0,3.044522437723423
monthly,20,0,3.044522437723423
ready,20,0,3.044522437723423
short,20,0,3.044522437723423
sup,20,0,3.044522437723423
nlsas,20,0,3.044522437723423
inox,20,0,3.044522437723423
academic,20,0,3.044522437723423
integrated,20,0,3.044522437723423
intelligence,19,0,2.995732273553991
750mm,19,0,2.995732273553991
1mo,19,0,2.995732273553991
corelic,19,0,2.995732273553991
ip68,19,0,2.995732273553991
alta,19,0,2.995732273553991
ventole,19,0,2.995732273553991
image,19,0,2.995732273553991
terra,19,0,2.995732273553991
colori,19,0,2.995732273553991
pav,19,0,2.995732273553991
board,19,0,2.995732273553991
11a,19,0,2.995732273553991
sodimm,19,0,2.995732273553991
premier,19,0,2.995732273553991
c15,19,0,2.995732273553991
4ghz,19,0,2.995732273553991
mbps,19,0,2.995732273553991
chan,19,0,2.995732273553991
dati,19,0,2.995732273553991
lsoh,18,0,2.9444389791664403
11n,18,0,2.9444389791664403
a150,18,0,2.9444389791664403
250v,18,0,2.9444389791664403
nits,18,0,2.9444389791664403
gbic,18,0,2.9444389791664403
50m,18,0,2.9444389791664403
600mm,18,0,2.9444389791664403
singolo,18,0,2.9444389791664403
qty,18,0,2.9444389791664403
usr,18,0,2.9444389791664403
100gbe,18,0,2.9444389791664403
iec309,18,0,2.9444389791664403
gewiss,18,0,2.9444389791664403
simplex,18,0,2.9444389791664403
open,18,0,2.9444389791664403
seriale,18,0,2.9444389791664403
feet,18,0,2.9444389791664403
ion,17,0,2.8903717578961645
pc4,17,0,2.8903717578961645
radio,17,0,2.8903717578961645
8ms,17,0,2.8903717578961645
x16,17,0,2.8903717578961645
avaya,17,0,2.8903717578961645
v11,17,0,2.8903717578961645
80w,17,0,2.8903717578961645
cam,17,0,2.8903717578961645
16c,17,0,2.8903717578961645
tray,17,0,2.8903717578961645
parts,17,0,2.8903717578961645
dim,17,0,2.8903717578961645
adptr,17,0,2.8903717578961645
gbps,17,0,2.8903717578961645
9x5,17,0,2.8903717578961645
input,17,0,2.8903717578961645
awg27,17,0,2.8903717578961645
tizen,17,0,2.8903717578961645
seat,17,0,2.8903717578961645
intake,17,0,2.8903717578961645
license24,17,0,2.8903717578961645
applications,17,0,2.8903717578961645
rest,17,0,2.8903717578961645
wave,17,0,2.8903717578961645
netleo,17,0,2.8903717578961645
soc,16,0,2.833213344056216
bar,16,0,2.833213344056216
differenziale,16,0,2.833213344056216
apribile,16,0,2.833213344056216
rank,16,0,2.833213344056216
level,16,0,2.833213344056216
6ghz,16,0,2.833213344056216
analogico,16,0,2.833213344056216
cieca,16,0,2.833213344056216
doppio,16,0,2.833213344056216
back,16,0,2.833213344056216
selected,16,0,2.833213344056216
density,16,0,2.833213344056216
25g,16,0,2.833213344056216
antirodent,16,0,2.833213344056216
dimensioni,16,0,2.833213344056216
c190,16,0,2.833213344056216
modulare,16,0,2.833213344056216
mono,16,0,2.833213344056216
classe,16,0,2.833213344056216
sku,16,0,2.833213344056216
fax,16,0,2.833213344056216
nylon,16,0,2.833213344056216
optic,16,0,2.833213344056216
interconnect,16,0,2.833213344056216
lff,16,0,2.833213344056216
60w,16,0,2.833213344056216
racks,16,0,2.833213344056216
pureinstall,16,0,2.833213344056216
orizzontale,16,0,2.833213344056216
boot,15,0,2.772588722239781
collegamento,15,0,2.772588722239781
devices,15,0,2.772588722239781
total,15,0,2.772588722239781
switches,15,0,2.772588722239781
multiflex,15,0,2.772588722239781
cardioide,15,0,2.772588722239781
price,15,0,2.772588722239781
plastica,15,0,2.772588722239781
grid,15,0,2.772588722239781
compatto,15,0,2.772588722239781
width,15,0,2.772588722239781
hdr,15,0,2.772588722239781
drives,15,0,2.772588722239781
4dbi,15,0,2.772588722239781
pair,15,0,2.772588722239781
polarity,15,0,2.772588722239781
ntc,15,0,2.772588722239781
release,15,0,2.772588722239781
a250,15,0,2.772588722239781
key,15,0,2.772588722239781
paid,15,0,2.772588722239781
fascette,3,1,2.772588722239781
lockers,3,1,2.772588722239781
duct,3,1,2.772588722239781
satellite,3,1,2.772588722239781
sending,3,1,2.772588722239781
q1951,3,1,2.772588722239781
vwaas,3,1,2.772588722239781
connettivita,3,1,2.772588722239781
wheel,3,1,2.772588722239781
nvr,3,1,2.772588722239781
cpc3392,3,1,2.772588722239781
1595w5g,3,1,2.772588722239781
magnete,3,1,2.772588722239781
ribbon,3,1,2.772588722239781
dbx,3,1,2.772588722239781
formazione,3,1,2.772588722239781
170w,3,1,2.772588722239781
tmc,3,1,2.772588722239781
ang,3,1,2.772588722239781
rettangolare,3,1,2.772588722239781
preventive,3,1,2.772588722239781
magicinfo,3,1,2.772588722239781
antintrusione,3,1,2.772588722239781
sviluppo,3,1,2.772588722239781
riello,3,1,2.772588722239781
mida,3,1,2.772588722239781
asset,3,1,2.772588722239781
gsr,3,1,2.772588722239781
discreet,3,1,2.772588722239781
came,3,1,2.772588722239781
varie,3,1,2.772588722239781
nodo,3,1,2.772588722239781
ntopng,3,1,2.772588722239781
dissipatore,3,1,2.772588722239781
optional,3,1,2.772588722239781
trust,3,1,2.772588722239781
enterp,3,1,2.772588722239781
memorie,3,1,2.772588722239781
event,3,1,2.772588722239781
laserjet,3,1,2.772588722239781
aspire,3,1,2.772588722239781
segnalazione,3,1,2.772588722239781
faceplate,3,1,2.772588722239781
xtra,3,1,2.772588722239781
browser,3,1,2.772588722239781
pvdm3,3,1,2.772588722239781
five,3,1,2.772588722239781
c5212s,3,1,2.772588722239781
screw,3,1,2.772588722239781
reverse,3,1,2.772588722239781
enc,3,1,2.772588722239781
nano,3,1,2.772588722239781
cei,3,1,2.772588722239781
pri,3,1,2.772588722239781
coupler,3,1,2.772588722239781
alloggiamento,3,1,2.772588722239781
2x16,3,1,2.772588722239781
videoproiettore,3,1,2.772588722239781
18w,3,1,2.772588722239781
iclass,3,1,2.772588722239781
idp,3,1,2.772588722239781
archetto,3,1,2.772588722239781
72gb,3,1,2.772588722239781
cart,3,1,2.772588722239781
pigtails,3,1,2.772588722239781
lavender,3,1,2.772588722239781
ontrack,3,1,2.772588722239781
agreement,3,1,2.772588722239781
amc,3,1,2.772588722239781
encrypting,3,1,2.772588722239781
cisco7606,3,1,2.772588722239781
333mhz,3,1,2.772588722239781
forticloud,3,1,2.772588722239781
v940d,3,1,2.772588722239781
microsdhc,3,1,2.772588722239781
spray,3,1,2.772588722239781
forti,3,1,2.772588722239781
rps,3,1,2.772588722239781
fabricpool,3,1,2.772588722239781
spaces,3,1,2.772588722239781
fas8300,3,1,2.772588722239781
trasponder,3,1,2.772588722239781
postazione,3,1,2.772588722239781
junction,3,1,2.772588722239781
accessibilit,3,1,2.772588722239781
dl360,3,1,2.772588722239781
cupola,3,1,2.772588722239781
art,3,1,2.772588722239781
wyse,3,1,2.772588722239781
rondella,3,1,2.772588722239781
comp,3,1,2.772588722239781
e2700,3,1,2.772588722239781
cr4,14,0,2.70805020110221
15m,14,0,2.70805020110221
usag,14,0,2.70805020110221
mgt,14,0,2.70805020110221
sr4,14,0,2.70805020110221
keyboard,14,0,2.70805020110221
multical,14,0,2.70805020110221
passante,14,0,2.70805020110221
posizioni,14,0,2.70805020110221
resolution,14,0,2.70805020110221
platinum,14,0,2.70805020110221
omega,14,0,2.70805020110221
zona,14,0,2.70805020110221
2ghz,14,0,2.70805020110221
presenza,14,0,2.70805020110221
1200mm,14,0,2.70805020110221
filo,14,0,2.70805020110221
class,14,0,2.70805020110221
named,14,0,2.70805020110221
deluxe,14,0,2.70805020110221
uccx,14,0,2.70805020110221
midspan,14,0,2.70805020110221
perf,14,0,2.70805020110221
16g,14,0,2.70805020110221
attack,13,0,2.6390573296152584
yearly,13,0,2.6390573296152584
standalone,13,0,2.6390573296152584
keystone,13,0,2.6390573296152584
formato,13,0,2.6390573296152584
categoria,13,0,2.6390573296152584
twist,13,0,2.6390573296152584
force,13,0,2.6390573296152584
shortwave,13,0,2.6390573296152584
built,13,0,2.6390573296152584
mgmt,13,0,2.6390573296152584
estraibile,13,0,2.6390573296152584
volante,13,0,2.6390573296152584
edr,13,0,2.6390573296152584
output,13,0,2.6390573296152584
2x4,13,0,2.6390573296152584
stp,13,0,2.6390573296152584
sdi,13,0,2.6390573296152584
220v,13,0,2.6390573296152584
sig,13,0,2.6390573296152584
rs232,13,0,2.6390573296152584
corporate,13,0,2.6390573296152584
corsa,13,0,2.6390573296152584
flangiata,13,0,2.6390573296152584
pulsanti,13,0,2.6390573296152584
ip55,13,0,2.6390573296152584
style,13,0,2.6390573296152584
bri,13,0,2.6390573296152584
electronics,13,0,2.6390573296152584
mont,13,0,2.6390573296152584
networking,13,0,2.6390573296152584
comando,13,0,2.6390573296152584
modules,13,0,2.6390573296152584
100pz,13,0,2.6390573296152584
design,13,0,2.6390573296152584
connection,13,0,2.6390573296152584
accessi,13,0,2.6390573296152584
alng,13,0,2.6390573296152584
24vac,13,0,2.6390573296152584
pressione,13,0,2.6390573296152584
12m,13,0,2.6390573296152584
altezza,13,0,2.6390573296152584
outbound,13,0,2.6390573296152584
50hz,13,0,2.6390573296152584
maint,13,0,2.6390573296152584
iii,13,0,2.6390573296152584
cna,13,0,2.6390573296152584
incl,13,0,2.6390573296152584
dpx,13,0,2.6390573296152584
workloads,13,0,2.6390573296152584
woofer,13,0,2.6390573296152584
empty,13,0,2.6390573296152584
diametro,13,0,2.6390573296152584
assist,13,0,2.6390573296152584
dipole,13,0,2.6390573296152584
avorio,13,0,2.6390573296152584
ermetica,13,0,2.6390573296152584
vdc,13,0,2.6390573296152584
licensing,12,0,2.5649493574615367
directional,12,0,2.5649493574615367
uta,12,0,2.5649493574615367
ic60,12,0,2.5649493574615367
a220,12,0,2.5649493574615367
scanner,12,0,2.5649493574615367
processor,12,0,2.5649493574615367
hdbt,12,0,2.5649493574615367
track,12,0,2.5649493574615367
recovery,12,0,2.5649493574615367
tier,12,0,2.5649493574615367
gps,12,0,2.5649493574615367
argento,12,0,2.5649493574615367
1920x1080,12,0,2.5649493574615367
contain,12,0,2.5649493574615367
sandboxing,12,0,2.5649493574615367
smartreporter,12,0,2.5649493574615367
rated,12,0,2.5649493574615367
1920x1200,12,0,2.5649493574615367
x710,12,0,2.5649493574615367
svr,12,0,2.5649493574615367
v12,12,0,2.5649493574615367
dispositivi,12,0,2.5649493574615367
bussole,12,0,2.5649493574615367
vari,12,0,2.5649493574615367
vem,12,0,2.5649493574615367
taglio,12,0,2.5649493574615367
diam,12,0,2.5649493574615367
passivo,12,0,2.5649493574615367
pipeline,12,0,2.5649493574615367
3ss,12,0,2.5649493574615367
2lic,12,0,2.5649493574615367
convenzionale,12,0,2.5649493574615367
kvs,12,0,2.5649493574615367
jacket,12,0,2.5649493574615367
hours,12,0,2.5649493574615367
gig,12,0,2.5649493574615367
aqua,12,0,2.5649493574615367
luminoso,12,0,2.5649493574615367
large,12,0,2.5649493574615367
carrier,12,0,2.5649493574615367
nuova,12,0,2.5649493574615367
ztna,12,0,2.5649493574615367
dect,12,0,2.5649493574615367
part,12,0,2.5649493574615367
mon,12,0,2.5649493574615367
awg28,12,0,2.5649493574615367
awg26,12,0,2.5649493574615367
compatibile,12,0,2.5649493574615367
rottura,12,0,2.5649493574615367
win10,12,0,2.5649493574615367
2x0,12,0,2.5649493574615367
configuration,12,0,2.5649493574615367
75mb,12,0,2.5649493574615367
ultrasuoni,12,0,2.5649493574615367
watch,12,0,2.5649493574615367
ics,12,0,2.5649493574615367
cache,12,0,2.5649493574615367
deriv,12,0,2.5649493574615367
agents,12,0,2.5649493574615367
gambe,11,0,2.4849066497880004
25a,11,0,2.4849066497880004
extreme,11,0,2.4849066497880004
30u,11,0,2.4849066497880004
pitch,11,0,2.4849066497880004
smf,11,0,2.4849066497880004
6000a,11,0,2.4849066497880004
2ge,11,0,2.4849066497880004
onprem,11,0,2.4849066497880004
rtu,11,0,2.4849066497880004
pcs,11,0,2.4849066497880004
flangiato,11,0,2.4849066497880004
500g,11,0,2.4849066497880004
bypass,11,0,2.4849066497880004
mmf,11,0,2.4849066497880004
pc3,11,0,2.4849066497880004
carico,11,0,2.4849066497880004
basso,11,0,2.4849066497880004
tool,11,0,2.4849066497880004
length,11,0,2.4849066497880004
92tb,11,0,2.4849066497880004
7mm,11,0,2.4849066497880004
abs,11,0,2.4849066497880004
2rx4,11,0,2.4849066497880004
1333mhz,11,0,2.4849066497880004
america,11,0,2.4849066497880004
prox,11,0,2.4849066497880004
monitoring,11,0,2.4849066497880004
inclinabile,11,0,2.4849066497880004
x50,11,0,2.4849066497880004
gbe,11,0,2.4849066497880004
grigia,11,0,2.4849066497880004
min,11,0,2.4849066497880004
models,11,0,2.4849066497880004
method,11,0,2.4849066497880004
ip20,11,0,2.4849066497880004
ull,11,0,2.4849066497880004
userlicense,11,0,2.4849066497880004
rossa,11,0,2.4849066497880004
proiezione,11,0,2.4849066497880004
cleanair,11,0,2.4849066497880004
stellar,11,0,2.4849066497880004
magnetico,11,0,2.4849066497880004
attivo,11,0,2.4849066497880004
tasti,11,0,2.4849066497880004
space,11,0,2.4849066497880004
12u,11,0,2.4849066497880004
15mm,11,0,2.4849066497880004
gxx0,11,0,2.4849066497880004
db60,11,0,2.4849066497880004
5mmq,11,0,2.4849066497880004
2pz,11,0,2.4849066497880004
fit,11,0,2.4849066497880004
12x4tb,11,0,2.4849066497880004
fans,11,0,2.4849066497880004
registration,11,0,2.4849066497880004
p500,11,0,2.4849066497880004
preis,11,0,2.4849066497880004
brackets,11,0,2.4849066497880004
7ah,11,0,2.4849066497880004
magnetica,11,0,2.4849066497880004
30m,11,0,2.4849066497880004
multipla,11,0,2.4849066497880004
hdcp,11,0,2.4849066497880004
streaming,11,0,2.4849066497880004
pluggable,11,0,2.4849066497880004
licence,11,0,2.4849066497880004
svc,11,0,2.4849066497880004
scalar,11,0,2.4849066497880004
ear,11,0,2.4849066497880004
santrcty,11,0,2.4849066497880004
raw,11,0,2.4849066497880004
credit,11,0,2.4849066497880004
luminosit,11,0,2.4849066497880004
wlan,10,0,2.3978952727983707
availability,10,0,2.3978952727983707
rcd,10,0,2.3978952727983707
ip44,10,0,2.3978952727983707
belden,10,0,2.3978952727983707
dist,10,0,2.3978952727983707
recording,10,0,2.3978952727983707
hole,10,0,2.3978952727983707
4k60,10,0,2.3978952727983707
regolabile,10,0,2.3978952727983707
manuale,10,0,2.3978952727983707
ordinaria,10,0,2.3978952727983707
configurazione,10,0,2.3978952727983707
8ohm,10,0,2.3978952727983707
units,10,0,2.3978952727983707
rnd,10,0,2.3978952727983707
qlfd,10,0,2.3978952727983707
esterna,10,0,2.3978952727983707
4ohm,10,0,2.3978952727983707
10gig,10,0,2.3978952727983707
piombo,10,0,2.3978952727983707
area,10,0,2.3978952727983707
centrali,10,0,2.3978952727983707
aes,10,0,2.3978952727983707
assy,10,0,2.3978952727983707
mvl,10,0,2.3978952727983707
gas,10,0,2.3978952727983707
9ah,10,0,2.3978952727983707
usrcal,10,0,2.3978952727983707
elettrogeno,10,0,2.3978952727983707
motorizzato,10,0,2.3978952727983707
sim,10,0,2.3978952727983707
integrato,10,0,2.3978952727983707
20m,10,0,2.3978952727983707
l600,10,0,2.3978952727983707
conference,10,0,2.3978952727983707
ats,10,0,2.3978952727983707
containment,10,0,2.3978952727983707
singola,10,0,2.3978952727983707
rnw,10,0,2.3978952727983707
selection,10,0,2.3978952727983707
24x960gb,10,0,2.3978952727983707
ngtx,10,0,2.3978952727983707
phones,10,0,2.3978952727983707
azione,10,0,2.3978952727983707
silent,10,0,2.3978952727983707
transformer,10,0,2.3978952727983707
verso,10,0,2.3978952727983707
sase,10,0,2.3978952727983707
ip54,10,0,2.3978952727983707
condotta,10,0,2.3978952727983707
international,10,0,2.3978952727983707
unel,10,0,2.3978952727983707
corrente,10,0,2.3978952727983707
sdram,10,0,2.3978952727983707
e590,10,0,2.3978952727983707
2xrca,10,0,2.3978952727983707
tube,10,0,2.3978952727983707
adj,10,0,2.3978952727983707
library,10,0,2.3978952727983707
batteries,10,0,2.3978952727983707
sicurezza,10,0,2.3978952727983707
magn,10,0,2.3978952727983707
wdr,10,0,2.3978952727983707
angle,10,0,2.3978952727983707
minisas,10,0,2.3978952727983707
life,10,0,2.3978952727983707
lve,10,0,2.3978952727983707
cntlr,10,0,2.3978952727983707
solido,10,0,2.3978952727983707
dcp,10,0,2.3978952727983707
precaricato,10,0,2.3978952727983707
dir,10,0,2.3978952727983707
s1a,10,0,2.3978952727983707
gialla,9,0,2.302585092994046
tav,9,0,2.302585092994046
f01,9,0,2.302585092994046
metallo,9,0,2.302585092994046
850nm,9,0,2.302585092994046
dmz,9,0,2.302585092994046
multistandard,9,0,2.302585092994046
15k,9,0,2.302585092994046
fori,9,0,2.302585092994046
fio,9,0,2.302585092994046
block,9,0,2.302585092994046
height,9,0,2.302585092994046
telephone,9,0,2.302585092994046
generazione,9,0,2.302585092994046
sold,9,0,2.302585092994046
posa,9,0,2.302585092994046
56mhz,9,0,2.302585092994046
shlf,9,0,2.302585092994046
sfps,9,0,2.302585092994046
9tb,9,0,2.302585092994046
knipex,9,0,2.302585092994046
raid,9,0,2.302585092994046
univ,9,0,2.302585092994046
12c,9,0,2.302585092994046
outlet,9,0,2.302585092994046
v10,9,0,2.302585092994046
registrazione,9,0,2.302585092994046
fem,9,0,2.302585092994046
ceramico,9,0,2.302585092994046
bnc,9,0,2.302585092994046
stor,9,0,2.302585092994046
pushpull,9,0,2.302585092994046
giunzione,9,0,2.302585092994046
pieghevole,9,0,2.302585092994046
cor,9,0,2.302585092994046
tape,9,0,2.302585092994046
filettata,9,0,2.302585092994046
blk,9,0,2.302585092994046
parallelo,9,0,2.302585092994046
crd,9,0,2.302585092994046
pass,9,0,2.302585092994046
trough,9,0,2.302585092994046
flush,9,0,2.302585092994046
capacit,9,0,2.302585092994046
volt,9,0,2.302585092994046
ohm,9,0,2.302585092994046
x70,9,0,2.302585092994046
tcp,9,0,2.302585092994046
banda,9,0,2.302585092994046
sleeve,9,0,2.302585092994046
fronte,9,0,2.302585092994046
adder,9,0,2.302585092994046
milwaukee,9,0,2.302585092994046
demand,9,0,2.302585092994046
separata,9,0,2.302585092994046
subsvl,9,0,2.302585092994046
pollici,9,0,2.302585092994046
100mm,9,0,2.302585092994046
mat,9,0,2.302585092994046
hwic,9,0,2.302585092994046
mano,9,0,2.302585092994046
tensione,9,0,2.302585092994046
endurance,9,0,2.302585092994046
ricaricabili,9,0,2.302585092994046
dce,9,0,2.302585092994046
amd,9,0,2.302585092994046
1rx4,9,0,2.302585092994046
taix,9,0,2.302585092994046
90d,9,0,2.302585092994046
hai,9,0,2.302585092994046
50ghz,9,0,2.302585092994046
round,9,0,2.302585092994046
ip56,9,0,2.302585092994046
partner,9,0,2.302585092994046
tyco,9,0,2.302585092994046
pa6,9,0,2.302585092994046
recorder,9,0,2.302585092994046
mth,9,0,2.302585092994046
512gb,9,0,2.302585092994046
l800,9,0,2.302585092994046
foro,9,0,2.302585092994046
cnfg,9,0,2.302585092994046
1800mm,9,0,2.302585092994046
3at,9,0,2.302585092994046
30w,9,0,2.302585092994046
avb,9,0,2.302585092994046
mt1,9,0,2.302585092994046
addr,9,0,2.302585092994046
enh,9,0,2.302585092994046
40a,9,0,2.302585092994046
5ka,9,0,2.302585092994046
800mm,9,0,2.302585092994046
sided,9,0,2.302585092994046
fps,9,0,2.302585092994046
48u,9,0,2.302585092994046
mob,9,0,2.302585092994046
2x3,9,0,2.302585092994046
ip40,9,0,2.302585092994046
logs,9,0,2.302585092994046
snbt,9,0,2.302585092994046
filler,9,0,2.302585092994046
cameras,9,0,2.302585092994046
chiusa,9,0,2.302585092994046
response,9,0,2.302585092994046
feature,9,0,2.302585092994046
dci,9,0,2.302585092994046
nsg,9,0,2.302585092994046
3des,9,0,2.302585092994046
16lic,9,0,2.302585092994046
6dbi,9,0,2.302585092994046
ricevitori,9,0,2.302585092994046
3mm,9,0,2.302585092994046
bearing,8,0,2.1972245773362196
poliam,8,0,2.1972245773362196
85w,8,0,2.1972245773362196
3x4,8,0,2.1972245773362196
self,8,0,2.1972245773362196
north,8,0,2.1972245773362196
imq,8,0,2.1972245773362196
11g,8,0,2.1972245773362196
rigido,8,0,2.1972245773362196
35v,8,0,2.1972245773362196
modem,8,0,2.1972245773362196
charger,8,0,2.1972245773362196
netbackup,8,0,2.1972245773362196
half,8,0,2.1972245773362196
uso,8,0,2.1972245773362196
psed,8,0,2.1972245773362196
fex,8,0,2.1972245773362196
prepay,8,0,2.1972245773362196
zigbee,8,0,2.1972245773362196
multimod,8,0,2.1972245773362196
ambiente,8,0,2.1972245773362196
mt2,8,0,2.1972245773362196
pet,8,0,2.1972245773362196
2ohm,8,0,2.1972245773362196
via,8,0,2.1972245773362196
forensic,8,0,2.1972245773362196
aec,8,0,2.1972245773362196
spegnimento,8,0,2.1972245773362196
glass,8,0,2.1972245773362196
isdn,8,0,2.1972245773362196
3yr,8,0,2.1972245773362196
campo,8,0,2.1972245773362196
vde,8,0,2.1972245773362196
zerou,8,0,2.1972245773362196
10v,8,0,2.1972245773362196
cables,8,0,2.1972245773362196
augmented,8,0,2.1972245773362196
shrdsvr,8,0,2.1972245773362196
h100,8,0,2.1972245773362196
local,8,0,2.1972245773362196
phase,8,0,2.1972245773362196
token,8,0,2.1972245773362196
snmp,8,0,2.1972245773362196
digitali,8,0,2.1972245773362196
100v,8,0,2.1972245773362196
dns,8,0,2.1972245773362196
bit,8,0,2.1972245773362196
24f,8,0,2.1972245773362196
supervisor,8,0,2.1972245773362196
advisor,8,0,2.1972245773362196
foundation,8,0,2.1972245773362196
cartridge,8,0,2.1972245773362196
luce,8,0,2.1972245773362196
days,8,0,2.1972245773362196
320gb,8,0,2.1972245773362196
licen,8,0,2.1972245773362196
sanitization,8,0,2.1972245773362196
credits,8,0,2.1972245773362196
mifare,8,0,2.1972245773362196
url,8,0,2.1972245773362196
ren,8,0,2.1972245773362196
vario,8,0,2.1972245773362196
rohs,8,0,2.1972245773362196
10p,8,0,2.1972245773362196
license36,8,0,2.1972245773362196
section,8,0,2.1972245773362196
blades,8,0,2.1972245773362196
backplane,8,0,2.1972245773362196
x10d,8,0,2.1972245773362196
hybrid,8,0,2.1972245773362196
ricambio,8,0,2.1972245773362196
col,8,0,2.1972245773362196
restriction,8,0,2.1972245773362196
commutazione,8,0,2.1972245773362196
risk,8,0,2.1972245773362196
interni,8,0,2.1972245773362196
tec,8,0,2.1972245773362196
private,8,0,2.1972245773362196
assiale,8,0,2.1972245773362196
720p,8,0,2.1972245773362196
immersione,8,0,2.1972245773362196
c250,8,0,2.1972245773362196
1x2,8,0,2.1972245773362196
catx,8,0,2.1972245773362196
indirizzato,8,0,2.1972245773362196
ti24,8,0,2.1972245773362196
hdr10,8,0,2.1972245773362196
include,8,0,2.1972245773362196
button,8,0,2.1972245773362196
12vdc,8,0,2.1972245773362196
ghisa,8,0,2.1972245773362196
velocit,8,0,2.1972245773362196
2psu,8,0,2.1972245773362196
dolby,8,0,2.1972245773362196
vimar,8,0,2.1972245773362196
lock,8,0,2.1972245773362196
usb3,8,0,2.1972245773362196
mixed,8,0,2.1972245773362196
protectn,8,0,2.1972245773362196
used,8,0,2.1972245773362196
pan,8,0,2.1972245773362196
ace,8,0,2.1972245773362196
lungh,8,0,2.1972245773362196
risoluzione,8,0,2.1972245773362196
120w,8,0,2.1972245773362196
ci5,8,0,2.1972245773362196
co2,8,0,2.1972245773362196
packet,8,0,2.1972245773362196
lama,8,0,2.1972245773362196
sistemi,8,0,2.1972245773362196
res,8,0,2.1972245773362196
75x75,8,0,2.1972245773362196
portagiunti,8,0,2.1972245773362196
licens,8,0,2.1972245773362196
tvs,2,1,2.1972245773362196
multitouch,2,1,2.1972245773362196
gds,2,1,2.1972245773362196
c8000v,2,1,2.1972245773362196
fcc,2,1,2.1972245773362196
kroll,2,1,2.1972245773362196
ie5000,2,1,2.1972245773362196
please,2,1,2.1972245773362196
idav,2,1,2.1972245773362196
unidata,2,1,2.1972245773362196
flir,2,1,2.1972245773362196
vetrini,2,1,2.1972245773362196
termocamera,2,1,2.1972245773362196
valigia,2,1,2.1972245773362196
indicatore,2,1,2.1972245773362196
accelerate,2,1,2.1972245773362196
spa,2,1,2.1972245773362196
secur,2,1,2.1972245773362196
ctr,2,1,2.1972245773362196
copriplug,2,1,2.1972245773362196
dritta,2,1,2.1972245773362196
exide,2,1,2.1972245773362196
082u,2,1,2.1972245773362196
chorus,2,1,2.1972245773362196
brand,2,1,2.1972245773362196
calamita,2,1,2.1972245773362196
icon,2,1,2.1972245773362196
nuance,2,1,2.1972245773362196
espansione8in,2,1,2.1972245773362196
pellicola,2,1,2.1972245773362196
tripolina,2,1,2.1972245773362196
vmw,2,1,2.1972245773362196
c18,2,1,2.1972245773362196
480w,2,1,2.1972245773362196
nav,2,1,2.1972245773362196
edimax,2,1,2.1972245773362196
torrino,2,1,2.1972245773362196
iniettore,2,1,2.1972245773362196
torretta,2,1,2.1972245773362196
designer,2,1,2.1972245773362196
avr,2,1,2.1972245773362196
boxed,2,1,2.1972245773362196
gfa,2,1,2.1972245773362196
ir1100,2,1,2.1972245773362196
preamplificatore,2,1,2.1972245773362196
balun,2,1,2.1972245773362196
taa,2,1,2.1972245773362196
ordering,2,1,2.1972245773362196
tranciacavi,2,1,2.1972245773362196
always,2,1,2.1972245773362196
lastpass,2,1,2.1972245773362196
cat4,2,1,2.1972245773362196
1024mb,2,1,2.1972245773362196
750w,2,1,2.1972245773362196
